Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Sentiment,HelpfulnessRatio,Year,ReviewLength
922,B48974,A6980,User_921,33,58,4,2014-03-09,Bad quality,Would not recommend. Poor build quality.,Positive,0.569,2014,6
923,B87139,A2865,User_922,17,44,5,2010-02-15,Great,Terrible quality. Broke after one day. Very disappointed.,Positive,0.386,2010,8
924,B66207,A4273,User_923,33,37,5,2016-03-17,Bad quality,Defective out of the box. Waste of money.,Positive,0.892,2016,8
925,B50026,A9939,User_924,10,28,4,2019-10-24,Love it,Surprisingly good. Better than expected!,Positive,0.357,2019,5
926,B84531,A3947,User_925,4,4,1,2016-03-23,Good product,Defective out of the box. Waste of money.,Negative,10.0,2016,8
927,B91399,A1440,User_926,8,8,3,2011-08-03,Bad quality,Defective out of the box. Waste of money.,Neutral,1.375,2011,8
928,B17894,A8563,User_927,48,58,4,2011-05-20,Terrible,Would not recommend. Poor build quality.,Positive,0.828,2011,6
929,B89905,A4434,User_928,14,47,5,2010-06-21,Great,Terrible quality. Broke after one day. Very disappointed.,Positive,0.298,2010,8
930,B23006,A8183,User_929,1,1,3,2010-01-21,Okay,Great value for money. Works perfectly.,Neutral,30.0,2010,6
931,B37235,A5773,User_930,0,0,2,2016-06-03,Terrible,Fast delivery! Product exceeded my expectations.,Negative,0.0,2016,6
932,B91987,A2133,User_931,28,39,5,2016-09-09,Great,Love it! Will buy again for sure.,Positive,0.718,2016,7
933,B37659,A7703,User_932,25,59,5,2014-06-03,Waste of money,Terrible quality. Broke after one day. Very disappointed.,Positive,0.424,2014,8
934,B44687,A9180,User_933,17,50,4,2016-01-10,Okay,Customer service was unhelpful. Product is fine though.,Positive,0.34,2016,8
935,B96563,A3280,User_934,29,29,2,2016-02-21,Waste of money,Defective out of the box. Waste of money.,Negative,1.069,2016,8
936,B20641,A5961,User_935,10,10,3,2010-12-15,Good product,Great value for money. Works perfectly.,Neutral,2.1,2010,6
937,B30585,A4965,User_936,27,27,1,2013-06-02,Great,Would not recommend. Poor build quality.,Negative,1.37,2013,6
938,B41439,A5139,User_937,16,43,5,2012-05-10,Waste of money,"It's okay, nothing special. Average product.",Positive,0.372,2012,6
939,B32782,A3525,User_938,11,11,2,2018-05-24,Good product,Love it! Will buy again for sure.,Negative,2.0,2018,7
940,B82350,A7932,Anonymous,23,38,5,2018-04-25,Great,Love it! Will buy again for sure.,Positive,0.605,2018,7
941,B19838,A7176,User_940,25,25,3,2018-02-21,Great,Fast delivery! Product exceeded my expectations.,Neutral,1.96,2018,6
942,B30517,A2211,User_941,7,12,5,2013-11-09,Waste of money,"It's okay, nothing special. Average product.",Positive,0.583,2013,6
943,B10350,A8357,User_942,40,58,5,2012-05-17,Great,Surprisingly good. Better than expected!,Positive,0.69,2012,5
944,B63545,A8851,User_943,5,7,5,2014-08-18,Terrible,"It's okay, nothing special. Average product.",Positive,0.714,2014,6
945,B69048,A7566,User_944,4,53,3,2017-03-30,Great,Defective out of the box. Waste of money.,Neutral,0.075,2017,8
946,B87832,A9755,User_945,27,27,1,2019-07-20,Love it,Defective out of the box. Waste of money.,Negative,1.593,2019,8
947,B71592,A9300,User_946,28,57,2,2015-10-01,Good product,Defective out of the box. Waste of money.,Negative,0.491,2015,8
948,B48175,A7853,User_947,27,29,5,2011-08-07,Great,Defective out of the box. Waste of money.,Positive,0.931,2011,8
949,B14278,A9907,User_948,8,8,5,2011-10-22,Love it,Terrible quality. Broke after one day. Very disappointed.,Positive,1.25,2011,8
950,B40340,A1602,User_949,0,38,5,2012-01-24,Great,Love it! Will buy again for sure.,Positive,0.0,2012,7
951,B47762,A6890,User_950,30,30,5,2012-06-23,Great,"It's okay, nothing special. Average product.",Positive,1.4,2012,6
952,B47056,A9796,User_951,18,57,5,2016-12-01,Waste of money,Love it! Will buy again for sure.,Positive,0.316,2016,7
953,B69510,A2392,User_952,8,20,2,2019-05-13,Terrible,Customer service was unhelpful. Product is fine though.,Negative,0.4,2019,8
954,B19329,A2791,User_953,26,55,5,2012-11-01,Good product,"It's okay, nothing special. Average product.",Positive,0.473,2012,6
955,B40595,A5067,User_954,33,46,4,2012-03-06,Terrible,Terrible quality. Broke after one day. Very disappointed.,Positive,0.717,2012,8
956,B44675,A6816,User_955,33,33,4,2011-04-15,Okay,Customer service was unhelpful. Product is fine though.,Positive,1.303,2011,8
957,B91927,A3725,User_956,3,54,4,2012-01-13,Waste of money,Love it! Will buy again for sure.,Positive,0.056,2012,7
958,B87304,A1725,User_957,30,30,1,2017-07-11,Waste of money,Customer service was unhelpful. Product is fine though.,Negative,1.167,2017,8
959,B96662,A7547,User_958,17,51,2,2018-12-20,Terrible,Fast delivery! Product exceeded my expectations.,Negative,0.333,2018,6
960,B35928,A6432,User_959,14,24,5,2016-05-12,Bad quality,Customer service was unhelpful. Product is fine though.,Positive,0.583,2016,8
961,B65723,A8052,User_960,11,11,1,2019-07-23,Waste of money,"It's okay, nothing special. Average product.",Negative,1.091,2019,6
962,B25043,A2735,User_961,0,0,5,2010-08-11,Terrible,Defective out of the box. Waste of money.,Positive,0.0,2010,8
963,B81376,A1172,User_962,48,54,3,2019-07-20,Waste of money,Defective out of the box. Waste of money.,Neutral,0.889,2019,8
964,B39466,A2615,User_963,5,21,4,2018-06-04,Great,Surprisingly good. Better than expected!,Positive,0.238,2018,5
965,B94886,A5239,User_964,39,39,3,2016-02-27,Terrible,Love it! Will buy again for sure.,Neutral,1.205,2016,7
966,B29528,A4637,User_965,11,36,4,2015-03-05,Terrible,Fast delivery! Product exceeded my expectations.,Positive,0.306,2015,6
967,B44816,A9366,User_966,36,46,5,2017-03-25,Love it,"It's okay, nothing special. Average product.",Positive,0.783,2017,6
968,B28643,A9499,User_967,0,0,3,2016-03-01,Waste of money,"It's okay, nothing special. Average product.",Neutral,0.0,2016,6
969,B19359,A4621,User_968,0,0,5,2010-10-27,Waste of money,Would not recommend. Poor build quality.,Positive,0.0,2010,6
970,B17816,A8303,User_969,25,56,4,2013-04-05,Terrible,This product is absolutely amazing! Totally worth the price.,Positive,0.446,2013,9
971,B31747,A7129,User_970,28,41,5,2017-07-14,Great,Love it! Will buy again for sure.,Positive,0.683,2017,7
972,B50319,A7408,User_971,32,53,5,2010-10-03,Great,"It's okay, nothing special. Average product.",Positive,0.604,2010,6
973,B87993,A8586,User_972,26,41,5,2012-10-23,Good product,Great value for money. Works perfectly.,Positive,0.634,2012,6
974,B84607,A9199,Anonymous,20,20,3,2011-02-07,Great,"It's okay, nothing special. Average product.",Neutral,1.2,2011,6
975,B47828,A3469,User_974,9,14,1,2012-03-19,Waste of money,Would not recommend. Poor build quality.,Negative,0.643,2012,6
976,B67560,A6651,User_975,16,16,3,2018-02-20,Bad quality,Customer service was unhelpful. Product is fine though.,Neutral,2.875,2018,8
977,B26299,A1402,User_976,21,21,5,2016-07-06,Love it,Terrible quality. Broke after one day. Very disappointed.,Positive,1.048,2016,8
978,B71433,A8909,User_977,20,37,1,2015-06-19,Terrible,Terrible quality. Broke after one day. Very disappointed.,Negative,0.541,2015,8
979,B49857,A2712,User_978,20,34,4,2013-09-17,Okay,Great value for money. Works perfectly.,Positive,0.588,2013,6
980,B62757,A5840,User_979,42,44,5,2014-01-02,Love it,Great value for money. Works perfectly.,Positive,0.955,2014,6
981,B45683,A7815,User_980,12,15,4,2011-06-10,Bad quality,Surprisingly good. Better than expected!,Positive,0.8,2011,5
982,B75597,A2406,User_981,7,7,5,2017-07-12,Okay,Terrible quality. Broke after one day. Very disappointed.,Positive,5.143,2017,8
983,B80776,A2901,User_982,32,46,2,2017-05-08,Love it,Customer service was unhelpful. Product is fine though.,Negative,0.696,2017,8
984,B74722,A3321,User_983,16,16,1,2012-08-18,Great,Terrible quality. Broke after one day. Very disappointed.,Negative,1.438,2012,8
985,B67377,A6707,User_984,16,16,5,2011-02-14,Waste of money,This product is absolutely amazing! Totally worth the price.,Positive,2.688,2011,9
986,B20543,A6110,User_985,10,53,4,2013-03-13,Bad quality,Love it! Will buy again for sure.,Positive,0.189,2013,7
987,B88385,A6620,User_986,16,25,5,2016-12-12,Okay,Terrible quality. Broke after one day. Very disappointed.,Positive,0.64,2016,8
988,B15224,A8460,User_987,3,12,4,2010-10-13,Bad quality,Defective out of the box. Waste of money.,Positive,0.25,2010,8
989,B66626,A4389,Anonymous,16,16,3,2012-03-03,Love it,Surprisingly good. Better than expected!,Neutral,2.875,2012,5
990,B52247,A9537,User_989,24,37,5,2013-07-25,Waste of money,Would not recommend. Poor build quality.,Positive,0.649,2013,6
991,B89129,A8912,User_990,16,16,5,2015-06-14,Bad quality,Great value for money. Works perfectly.,Positive,1.812,2015,6
992,B42816,A6706,User_991,8,47,5,2015-01-20,Okay,This product is absolutely amazing! Totally worth the price.,Positive,0.17,2015,9
993,B13390,A8801,User_992,13,13,3,2013-09-06,Terrible,Great value for money. Works perfectly.,Neutral,1.538,2013,6
994,B21970,A2599,User_993,19,44,5,2016-11-29,Love it,Surprisingly good. Better than expected!,Positive,0.432,2016,5
995,B40005,A8178,User_994,5,5,4,2017-05-24,Terrible,"It's okay, nothing special. Average product.",Positive,3.6,2017,6
996,B98381,A8412,User_995,18,34,1,2013-06-06,Great,This product is absolutely amazing! Totally worth the price.,Negative,0.529,2013,9
997,B85392,A6225,User_996,11,45,5,2017-10-11,Terrible,Fast delivery! Product exceeded my expectations.,Positive,0.244,2017,6
998,B86955,A2100,User_997,13,13,2,2016-07-20,Terrible,This product is absolutely amazing! Totally worth the price.,Negative,2.769,2016,9
999,B12719,A5919,User_998,41,46,5,2011-09-17,Good product,Surprisingly good. Better than expected!,Positive,0.891,2011,5
1000,B98117,A1732,User_999,7,7,4,2016-05-05,Love it,Would not recommend. Poor build quality.,Positive,2.286,2016,6
1001,B45325,A2885,User_1000,14,14,3,2016-05-10,Great,This product is absolutely amazing! Totally worth the price.,Neutral,2.571,2016,9
1002,B85529,A1370,User_1001,47,53,4,2014-02-01,Terrible,Surprisingly good. Better than expected!,Positive,0.887,2014,5
1003,B15273,A6620,User_1002,26,26,5,2019-01-22,Waste of money,Customer service was unhelpful. Product is fine though.,Positive,1.462,2019,8
1004,B32962,A2791,User_1003,12,12,5,2013-07-19,Okay,Love it! Will buy again for sure.,Positive,2.25,2013,7
1005,B71669,A3692,User_1004,40,48,5,2014-10-21,Terrible,Terrible quality. Broke after one day. Very disappointed.,Positive,0.833,2014,8
1006,B78021,A4996,User_1005,30,30,5,2011-11-22,Great,Customer service was unhelpful. Product is fine though.,Positive,1.133,2011,8
1007,B95394,A9454,User_1006,46,52,5,2010-01-20,Terrible,Surprisingly good. Better than expected!,Positive,0.885,2010,5
1008,B67963,A3858,User_1007,47,55,5,2013-07-06,Okay,Defective out of the box. Waste of money.,Positive,0.855,2013,8
1009,B46458,A3623,Anonymous,17,34,3,2012-10-05,Great,"It's okay, nothing special. Average product.",Neutral,0.5,2012,6
1010,B33788,A6422,Anonymous,13,59,4,2018-10-24,Love it,Terrible quality. Broke after one day. Very disappointed.,Positive,0.22,2018,8
1011,B86720,A7985,User_1010,5,5,3,2012-06-26,Great,Defective out of the box. Waste of money.,Neutral,6.8,2012,8
1012,B67132,A8570,User_1011,4,4,5,2017-12-27,Love it,Would not recommend. Poor build quality.,Positive,10.75,2017,6
1013,B93202,A4798,User_1012,21,21,5,2018-04-19,Great,Great value for money. Works perfectly.,Positive,1.905,2018,6
1014,B74451,A7636,User_1013,6,57,1,2017-03-09,Bad quality,Fast delivery! Product exceeded my expectations.,Negative,0.105,2017,6
1015,B21959,A4022,User_1014,40,48,5,2014-11-22,Okay,Terrible quality. Broke after one day. Very disappointed.,Positive,0.833,2014,8
1016,B71605,A4053,User_1015,12,22,5,2013-02-07,Okay,Customer service was unhelpful. Product is fine though.,Positive,0.545,2013,8
1017,B55607,A8080,User_1016,17,24,3,2019-06-04,Great,"It's okay, nothing special. Average product.",Neutral,0.708,2019,6
1018,B63523,A7481,User_1017,33,33,5,2014-01-12,Bad quality,Defective out of the box. Waste of money.,Positive,1.091,2014,8
1019,B53687,A1478,User_1018,12,25,5,2011-07-05,Terrible,Surprisingly good. Better than expected!,Positive,0.48,2011,5
1020,B52081,A4232,User_1019,35,46,1,2017-08-15,Okay,Terrible quality. Broke after one day. Very disappointed.,Negative,0.761,2017,8
1021,B97835,A8365,User_1020,4,4,5,2018-03-22,Love it,Great value for money. Works perfectly.,Positive,7.5,2018,6
1022,B23710,A8037,User_1021,1,25,3,2013-09-20,Love it,Surprisingly good. Better than expected!,Neutral,0.04,2013,5
1023,B31079,A7370,User_1022,15,19,5,2019-11-05,Waste of money,Defective out of the box. Waste of money.,Positive,0.789,2019,8
1024,B53228,A1072,User_1023,5,5,5,2015-05-20,Good product,"It's okay, nothing special. Average product.",Positive,1.6,2015,6
1025,B63955,A4519,User_1024,5,5,5,2015-03-11,Bad quality,This product is absolutely amazing! Totally worth the price.,Positive,1.6,2015,9
1026,B74942,A4371,User_1025,37,58,4,2014-12-30,Good product,Great value for money. Works perfectly.,Positive,0.638,2014,6
1027,B47777,A5560,User_1026,10,49,5,2014-01-09,Good product,Surprisingly good. Better than expected!,Positive,0.204,2014,5
1028,B96846,A2025,User_1027,17,17,5,2018-09-09,Love it,Great value for money. Works perfectly.,Positive,1.235,2018,6
1029,B62488,A2667,User_1028,3,3,4,2013-06-05,Waste of money,Would not recommend. Poor build quality.,Positive,10.667,2013,6
1030,B82102,A9796,User_1029,16,16,5,2015-06-18,Good product,Surprisingly good. Better than expected!,Positive,2.188,2015,5
1031,B14809,A4063,User_1030,44,56,1,2016-03-09,Good product,Terrible quality. Broke after one day. Very disappointed.,Negative,0.786,2016,8
1032,B69614,A6993,User_1031,13,13,5,2011-03-22,Great,This product is absolutely amazing! Totally worth the price.,Positive,1.692,2011,9
1033,B21542,A6340,User_1032,13,13,3,2011-12-21,Great,This product is absolutely amazing! Totally worth the price.,Neutral,3.385,2011,9
1034,B51224,A4228,User_1033,12,12,2,2017-03-29,Great,Fast delivery! Product exceeded my expectations.,Negative,3.667,2017,6
1035,B43082,A8496,User_1034,6,6,1,2016-10-20,Terrible,Great value for money. Works perfectly.,Negative,5.5,2016,6
1036,B52372,A2867,User_1035,8,43,5,2010-12-02,Good product,Customer service was unhelpful. Product is fine though.,Positive,0.186,2010,8
1037,B25194,A5298,User_1036,23,54,4,2019-06-10,Terrible,This product is absolutely amazing! Totally worth the price.,Positive,0.426,2019,9
1038,B62976,A9019,User_1037,7,14,5,2013-02-23,Waste of money,This product is absolutely amazing! Totally worth the price.,Positive,0.5,2013,9
1039,B77449,A9646,User_1038,6,18,1,2019-08-19,Bad quality,Would not recommend. Poor build quality.,Negative,0.333,2019,6
1040,B10150,A6134,User_1039,35,42,4,2019-04-09,Love it,Love it! Will buy again for sure.,Positive,0.833,2019,7
1041,B96200,A7367,Anonymous,17,46,4,2011-07-28,Good product,Would not recommend. Poor build quality.,Positive,0.37,2011,6
1042,B81118,A7431,User_1041,2,43,5,2019-12-30,Love it,Would not recommend. Poor build quality.,Positive,0.047,2019,6
1043,B70552,A2871,User_1042,27,34,4,2016-01-16,Bad quality,Love it! Will buy again for sure.,Positive,0.794,2016,7
1044,B64165,A6700,User_1043,5,16,5,2012-03-15,Great,Great value for money. Works perfectly.,Positive,0.312,2012,6
1045,B17104,A6766,User_1044,34,34,5,2012-12-14,Good product,Surprisingly good. Better than expected!,Positive,1.265,2012,5
1046,B34586,A8501,User_1045,18,18,5,2018-03-24,Okay,"It's okay, nothing special. Average product.",Positive,2.389,2018,6
1047,B77952,A3826,User_1046,19,19,3,2019-12-10,Terrible,Customer service was unhelpful. Product is fine though.,Neutral,1.053,2019,8
1048,B57419,A5873,User_1047,27,35,1,2017-01-10,Terrible,This product is absolutely amazing! Totally worth the price.,Negative,0.771,2017,9
1049,B91609,A2388,User_1048,34,34,5,2010-11-10,Good product,Fast delivery! Product exceeded my expectations.,Positive,1.147,2010,6
1050,B75338,A3194,User_1049,0,31,1,2018-02-27,Bad quality,Customer service was unhelpful. Product is fine though.,Negative,0.0,2018,8
1051,B91973,A6131,User_1050,35,57,5,2010-11-05,Great,Surprisingly good. Better than expected!,Positive,0.614,2010,5
1052,B67939,A2931,Anonymous,20,47,4,2010-03-18,Terrible,Love it! Will buy again for sure.,Positive,0.426,2010,7
1053,B16764,A4908,User_1052,42,43,5,2019-07-12,Great,Customer service was unhelpful. Product is fine though.,Positive,0.977,2019,8
1054,B36680,A6003,User_1053,34,39,5,2015-09-09,Waste of money,This product is absolutely amazing! Totally worth the price.,Positive,0.872,2015,9
1055,B45003,A2916,Anonymous,12,23,5,2017-01-31,Love it,Customer service was unhelpful. Product is fine though.,Positive,0.522,2017,8
1056,B81987,A3999,User_1055,16,16,4,2010-05-08,Bad quality,"It's okay, nothing special. Average product.",Positive,3.0,2010,6
1057,B27172,A7116,User_1056,6,6,5,2019-02-11,Okay,Love it! Will buy again for sure.,Positive,1.5,2019,7
1058,B47752,A3316,User_1057,42,42,4,2016-07-11,Love it,Customer service was unhelpful. Product is fine though.,Positive,1.024,2016,8
1059,B67424,A9369,User_1058,46,49,4,2016-06-29,Love it,This product is absolutely amazing! Totally worth the price.,Positive,0.939,2016,9
1060,B73532,A7364,User_1059,0,0,5,2014-07-18,Waste of money,This product is absolutely amazing! Totally worth the price.,Positive,0.0,2014,9
1061,B25915,A7852,User_1060,34,34,5,2018-08-17,Terrible,Customer service was unhelpful. Product is fine though.,Positive,1.324,2018,8
1062,B13783,A3258,User_1061,12,31,5,2016-08-13,Okay,Great value for money. Works perfectly.,Positive,0.387,2016,6
1063,B92578,A7286,User_1062,35,35,5,2012-05-21,Terrible,Fast delivery! Product exceeded my expectations.,Positive,1.029,2012,6
1064,B89806,A7931,User_1063,12,12,4,2010-05-31,Good product,Defective out of the box. Waste of money.,Positive,3.083,2010,8
1065,B41365,A4043,User_1064,5,5,4,2016-03-09,Love it,Would not recommend. Poor build quality.,Positive,4.6,2016,6
1066,B30758,A8973,User_1065,1,57,5,2012-12-03,Good product,Love it! Will buy again for sure.,Positive,0.018,2012,7
1067,B50730,A9804,User_1066,13,13,3,2016-02-05,Great,Defective out of the box. Waste of money.,Neutral,1.615,2016,8
1068,B82199,A3838,User_1067,16,36,2,2016-01-20,Love it,Surprisingly good. Better than expected!,Negative,0.444,2016,5
1069,B11792,A3733,User_1068,35,47,4,2015-04-18,Terrible,Surprisingly good. Better than expected!,Positive,0.745,2015,5
1070,B82384,A9022,User_1069,13,14,3,2017-05-02,Love it,This product is absolutely amazing! Totally worth the price.,Neutral,0.929,2017,9
1071,B63476,A5732,User_1070,9,46,3,2018-09-11,Great,Surprisingly good. Better than expected!,Neutral,0.196,2018,5
1072,B22217,A3298,User_1071,3,3,3,2011-09-01,Waste of money,Great value for money. Works perfectly.,Neutral,11.333,2011,6
1073,B39451,A4065,User_1072,24,39,1,2014-02-07,Good product,Fast delivery! Product exceeded my expectations.,Negative,0.615,2014,6
1074,B24871,A6154,User_1073,2,58,1,2014-05-27,Good product,Surprisingly good. Better than expected!,Negative,0.034,2014,5
1075,B70482,A8389,User_1074,15,15,5,2012-07-03,Terrible,"It's okay, nothing special. Average product.",Positive,3.067,2012,6
1076,B25396,A1878,User_1075,27,27,4,2018-08-29,Love it,Fast delivery! Product exceeded my expectations.,Positive,1.37,2018,6
1077,B94896,A6882,Anonymous,15,15,4,2016-08-12,Terrible,Great value for money. Works perfectly.,Positive,1.067,2016,6
1078,B30181,A1157,Anonymous,3,3,5,2018-03-23,Waste of money,Defective out of the box. Waste of money.,Positive,3.667,2018,8
1079,B75323,A8939,User_1078,23,44,3,2019-08-12,Love it,Fast delivery! Product exceeded my expectations.,Neutral,0.523,2019,6
1080,B48254,A3236,Anonymous,25,25,5,2013-04-06,Love it,Fast delivery! Product exceeded my expectations.,Positive,1.12,2013,6
1081,B76698,A4196,User_1080,27,27,5,2011-07-03,Terrible,Defective out of the box. Waste of money.,Positive,1.556,2011,8
1082,B45838,A7290,Anonymous,24,31,1,2015-03-19,Terrible,Great value for money. Works perfectly.,Negative,0.774,2015,6
1083,B64459,A9281,User_1082,35,44,4,2015-08-15,Great,Surprisingly good. Better than expected!,Positive,0.795,2015,5
1084,B73242,A9109,User_1083,1,1,5,2015-09-22,Bad quality,This product is absolutely amazing! Totally worth the price.,Positive,25.0,2015,9
1085,B71894,A7703,User_1084,30,30,5,2011-01-06,Bad quality,Love it! Will buy again for sure.,Positive,1.233,2011,7
1086,B41946,A9056,User_1085,0,2,4,2014-06-14,Waste of money,Defective out of the box. Waste of money.,Positive,0.0,2014,8
1087,B69871,A7809,User_1086,19,53,5,2014-01-30,Bad quality,Defective out of the box. Waste of money.,Positive,0.358,2014,8
1088,B82255,A8272,User_1087,7,7,2,2015-08-19,Great,Defective out of the box. Waste of money.,Negative,3.857,2015,8
1089,B28958,A9006,User_1088,15,23,5,2010-02-13,Good product,Defective out of the box. Waste of money.,Positive,0.652,2010,8
1090,B60277,A3740,User_1089,14,14,3,2017-06-07,Love it,Love it! Will buy again for sure.,Neutral,3.286,2017,7
1091,B34983,A2354,Anonymous,16,42,5,2012-09-05,Terrible,Love it! Will buy again for sure.,Positive,0.381,2012,7
1092,B88561,A1505,User_1091,30,30,5,2019-07-06,Love it,Surprisingly good. Better than expected!,Positive,1.3,2019,5
1093,B76616,A4613,User_1092,8,8,5,2019-01-17,Love it,Customer service was unhelpful. Product is fine though.,Positive,3.375,2019,8
1094,B27892,A5785,User_1093,11,38,4,2016-11-20,Okay,Customer service was unhelpful. Product is fine though.,Positive,0.289,2016,8
1095,B19150,A1535,User_1094,26,44,3,2017-09-03,Good product,Terrible quality. Broke after one day. Very disappointed.,Neutral,0.591,2017,8
1096,B46208,A5503,User_1095,1,1,2,2011-11-11,Okay,Defective out of the box. Waste of money.,Negative,41.0,2011,8
1097,B64387,A4683,User_1096,7,7,3,2018-06-29,Bad quality,Defective out of the box. Waste of money.,Neutral,6.571,2018,8
1098,B54548,A9808,User_1097,6,6,3,2015-10-07,Love it,Fast delivery! Product exceeded my expectations.,Neutral,4.833,2015,6
1099,B76550,A5729,User_1098,40,55,5,2011-07-29,Terrible,Customer service was unhelpful. Product is fine though.,Positive,0.727,2011,8
1100,B45018,A3755,User_1099,33,43,4,2015-01-02,Love it,Surprisingly good. Better than expected!,Positive,0.767,2015,5
1101,B10336,A8492,User_1100,36,50,1,2011-10-15,Good product,This product is absolutely amazing! Totally worth the price.,Negative,0.72,2011,9
1102,B47072,A9115,User_1101,5,38,5,2012-01-04,Okay,Terrible quality. Broke after one day. Very disappointed.,Positive,0.132,2012,8
1103,B49132,A9369,User_1102,6,41,5,2016-05-08,Terrible,Terrible quality. Broke after one day. Very disappointed.,Positive,0.146,2016,8
1104,B86931,A2854,User_1103,31,56,5,2016-05-06,Love it,Surprisingly good. Better than expected!,Positive,0.554,2016,5
1105,B86011,A2871,User_1104,15,15,5,2017-05-24,Waste of money,This product is absolutely amazing! Totally worth the price.,Positive,2.067,2017,9
1106,B96499,A5389,User_1105,24,34,2,2019-10-13,Good product,Fast delivery! Product exceeded my expectations.,Negative,0.706,2019,6
1107,B74178,A9898,User_1106,29,29,4,2011-08-22,Good product,Love it! Will buy again for sure.,Positive,1.103,2011,7
1108,B29476,A7010,User_1107,6,9,5,2018-04-03,Waste of money,Would not recommend. Poor build quality.,Positive,0.667,2018,6
1109,B68529,A9880,User_1108,11,37,5,2018-03-18,Love it,Customer service was unhelpful. Product is fine though.,Positive,0.297,2018,8
1110,B80592,A1681,User_1109,15,17,2,2015-06-04,Good product,Defective out of the box. Waste of money.,Negative,0.882,2015,8
1111,B73483,A8231,User_1110,15,49,5,2014-01-09,Terrible,Surprisingly good. Better than expected!,Positive,0.306,2014,5
1112,B55236,A9951,User_1111,4,4,3,2010-06-15,Love it,Customer service was unhelpful. Product is fine though.,Neutral,10.5,2010,8
1113,B53573,A4580,User_1112,35,52,3,2012-06-15,Love it,Defective out of the box. Waste of money.,Neutral,0.673,2012,8
1114,B82340,A7965,User_1113,12,28,4,2018-07-16,Okay,Would not recommend. Poor build quality.,Positive,0.429,2018,6
1115,B81228,A2677,User_1114,6,38,5,2015-06-21,Good product,Would not recommend. Poor build quality.,Positive,0.158,2015,6
1116,B59441,A5055,User_1115,35,59,5,2012-08-07,Good product,Love it! Will buy again for sure.,Positive,0.593,2012,7
1117,B69682,A5877,User_1116,33,33,1,2010-09-15,Waste of money,Great value for money. Works perfectly.,Negative,1.394,2010,6
1118,B52176,A1528,User_1117,8,42,5,2012-12-18,Okay,Would not recommend. Poor build quality.,Positive,0.19,2012,6
1119,B34727,A8368,User_1118,31,44,3,2014-02-22,Bad quality,Customer service was unhelpful. Product is fine though.,Neutral,0.705,2014,8
1120,B41300,A5305,User_1119,10,22,2,2012-08-16,No Summary,"It's okay, nothing special. Average product.",Negative,0.455,2012,6
1121,B84946,A6711,User_1120,4,4,5,2010-06-25,Good product,"It's okay, nothing special. Average product.",Positive,1.75,2010,6
1122,B60196,A2425,User_1121,29,29,5,2017-07-01,Love it,Defective out of the box. Waste of money.,Positive,1.103,2017,8
1123,B40613,A8193,User_1122,5,5,5,2012-04-26,Okay,Defective out of the box. Waste of money.,Positive,4.4,2012,8
1124,B63841,A2923,User_1123,24,55,5,2015-10-23,Waste of money,Great value for money. Works perfectly.,Positive,0.436,2015,6
1125,B15720,A4882,User_1124,7,57,5,2018-11-16,Okay,"It's okay, nothing special. Average product.",Positive,0.123,2018,6
1126,B51704,A4438,User_1125,44,45,5,2014-01-19,Waste of money,Defective out of the box. Waste of money.,Positive,0.978,2014,8
1127,B71993,A6744,User_1126,21,43,1,2014-05-09,Bad quality,Would not recommend. Poor build quality.,Negative,0.488,2014,6
1128,B59968,A8015,Anonymous,3,3,4,2015-04-08,Okay,Defective out of the box. Waste of money.,Positive,1.0,2015,8
1129,B60604,A3719,User_1128,28,28,4,2015-02-06,Waste of money,Terrible quality. Broke after one day. Very disappointed.,Positive,1.393,2015,8
1130,B96991,A3281,User_1129,2,22,3,2019-11-20,Okay,Great value for money. Works perfectly.,Neutral,0.091,2019,6
1131,B95461,A4385,User_1130,5,5,5,2010-07-10,Bad quality,Surprisingly good. Better than expected!,Positive,5.6,2010,5
1132,B29936,A4390,User_1131,31,31,4,2010-06-13,Okay,This product is absolutely amazing! Totally worth the price.,Positive,1.29,2010,9
1133,B74923,A1972,User_1132,28,41,1,2017-04-10,Terrible,Fast delivery! Product exceeded my expectations.,Negative,0.683,2017,6
1134,B14852,A6747,User_1133,17,17,3,2013-08-20,Waste of money,This product is absolutely amazing! Totally worth the price.,Neutral,1.941,2013,9
1135,B26547,A9720,User_1134,14,14,5,2011-02-27,Bad quality,This product is absolutely amazing! Totally worth the price.,Positive,2.357,2011,9
1136,B75836,A5605,User_1135,27,39,1,2017-11-22,Waste of money,Love it! Will buy again for sure.,Negative,0.692,2017,7
1137,B87356,A9827,User_1136,12,57,5,2015-11-06,Waste of money,Surprisingly good. Better than expected!,Positive,0.211,2015,5
1138,B53515,A3758,User_1137,14,31,4,2017-02-08,Great,Defective out of the box. Waste of money.,Positive,0.452,2017,8
1139,B23154,A6302,User_1138,8,8,4,2019-04-22,Bad quality,Love it! Will buy again for sure.,Positive,2.75,2019,7
1140,B67711,A5794,User_1139,36,36,5,2013-01-25,Okay,This product is absolutely amazing! Totally worth the price.,Positive,1.194,2013,9
1141,B23069,A5740,User_1140,9,9,5,2019-05-13,Waste of money,Terrible quality. Broke after one day. Very disappointed.,Positive,2.778,2019,8
1142,B78937,A5380,User_1141,3,19,4,2018-04-27,Good product,Fast delivery! Product exceeded my expectations.,Positive,0.158,2018,6
